,4828
黑糊糊,1
补,11
停歇,1
这篇住,1
洗盆池,1
扑克牌,1
有水,5
耳朵,5
外是,2
冬至,1
部位,1
余地,1
汪着,1
车坏,1
即日起,1
暂且不说,1
未曾,2
包装,9
降级,3
国际展览中心,2
武岳,2
确保,5
领略到,1
沮丧,2
飲,2
睡梦中,1
忽暗,1
此处,3
什么样,8
点过,1
六个,5
墙边,2
察,1
铁制,1
此外,1
加进,1
树立,2
场,4
市容,2
谈判,2
假道,1
他家,2
别墅,12
办成,2
拥挤,2
炮房,2
乒乓球桌,1
九折,2
examed,1
充电,1
筒,1
早日康复,2
电脑房,1
游泳,9
有生以来,5
金轮,2
关系,28
旧旧,7
仿佛,2
快车,1
走水,1
2319,2
邋遢,1
拿单,3
扬,2
拖走,1
做卡时,1
乌龟,2
中举,1
闭路,2
触碰,1
豆浆,5
下班时间,2
我到,1
》,9
各車,2
分布,1
５,3
千万千万,1
完地,1
口味,3
存入,1
服务水平,17
店太差,2
全力,1
两种,7
看过,10
10M,1
消防,1
外国游客,1
各人,1
成功,7
是,3121
三环路,1
刚好,8
讲,30
终端,1
情况,109
厘米,7
楼里,1
豪标,4
并非,3
改动,3
并非如此,2
睡个,10
洗手,16
不用,27
178,4
破坏,4
以便,6
錢,3
录,1
花钱买,2
102,1
100,21
我頭,2
添,1
104,1
八点钟,1
大力士,1
黑名单,1
睡下,1
太逗,1
向东,1
行外,2
商务,62
详细,3
三名,2
令人发指,1
消除,1
不敢相信,3
整晚,11
泰比,1
月初,7
洗掉,2
拿到,13
他們,4
食饭,3
豆豆,1
付,20
挣钱,1
水箱,7
一肚子,3
可笑,12
勤于,1
数数,1
旅行网,4
楼道,21
前车之鉴,2
推委,3
几粒,1
太重,6
存放,2
泥巴,2
鬼,4
如画,1
IP卡,3
白色,20
正义路,1
烟熏,1
尤为,1
前台,702
以为,51
这两块,1
没能,3
未果,5
险些,1
room,5
随时奉陪,1
rights,13
客服,22
很深,3
啞巴,2
温州,1
主要,33
过滤,2
常州,1
网评,1
团体,1
可供,2
很淡,1
聊大天,1
象征性,1
无水,2
改口,1
分开,8
决心,1
吃不完,2
乱收费,3
未来,2
想要,8
贵宾楼,10
破旧不堪,4
一想,2
囔囔,1
好了吗,1
掌上,1
配合,1
第一次,79
一天两天,1
改变,10
住店,37
横档,1
跳蚤,3
所换,1
人能,1
直呼其名,2
从头到尾,1
柄,1
司機開,1
很浓,14
墓地,1
前,64
电视信号,5
前卫,3
除名,1
清清楚楚,7
给定,1
义乌,5
音响,3
简单,44
台上,12
受不了,23
Τ,1
代售,1
不理,18
灯罩,3
珠江路,2
所在,1
离之远点,2
称之为,1
忍受,20
大马力,1
未有,2
格局,9
两碗,1
小两口,1
什么世道,1
第二句,1
不知,62
点路,1
服务员,599
营业时间,1
议价,1
啧啧,1
洗手台,3
锦江,38
窗帘,20
10.1,1
小小的,7
完善,4
手指,2
称号,4
遇到,63
整整,6
衣着,2
,,3469
芝麻,1
乘机,1
无动于衷,4
改回来,1
后才行,1
误,1
知晓,1
半夜,71
知是,1
演艺,1
那饭,1
夏季,1
重,17
赔钱,1
绝然,1
靶纸,1
找不出,2
挤到,1
窝囊,2
全停,1
整改,10
查阅,3
展开,2
相去甚远,5
交换机,1
调房,1
半天,102
联系电话,1
Check,8
善意,2
故意,9
语调,1
鼠患,1
流程,2
陶瓷,2
常带,1
麻花,1
每次,33
笑,18
收钱,6
常常,1
因为,268
插地,1
令人窒息,1
淹过,1
所指,1
逐层,1
没什么,53
不像话,2
兴致,2
规格,1
县城,5
休息室,2
和谐,2
远超过,2
不慌不忙,2
大而,2
转移,1
搭建,1
起始,2
拿出,10
返点,2
切实,1
脏西西,1
299,1
吞气,1
炒鸡蛋,2
遭受,1
246,2
241,1
240,7
收银,3
打领带,1
英才,19
248,3
大道,3
进而,2
的确,26
打着,1
略,3
很湿,2
来看,15
零钱,1
罩,1
账册,2
12000,2
强烈建议,18
签了,2
偷,4
巨资,2
抢钱,3
简,1
更糟,1
桶装水,7
壹佰块,1
金谷,1
王,1
臭美,2
座机,1
毛巾,110
没花,1
隔断,1
脏死,2
密集,1
402,1
二十几分钟,1
趟,1
务,2
巧克力,1
看门,1
调换,12
发布,2
一个角,4
RMB,2
本楼,1
电视机,26
贴,5
环视,1
霸,1
個,5
性骚扰,2
照样,4
大致,2
买气,2
楚雄,2
全关,1
三分钟,4
特此,2
徒有其表,1
二号,1
農歷,1
那顿,1
手扶,1
投资,1
国际惯例,1
毛,4
心比,2
占,4
主持公道,1
买水,1
接线员,7
电池,2
别家,1
折价,2
水斗有,1
结房,1
薄,13
裤带,1
将会,2
线路,2
冷冷清清,1
相當,2
竖幅,1
习惯于,1
黑黑的,4
特殊,6
大,200
抠出来,2
半壶,2
花园酒店,1
外覌很美,2
POS,2
不怎么,15
两站,2
人气,2
想订,3
花去,1
人民,3
凯莱,2
展楼,2
义,1
号召,1
维修站,1
变质,1
规范,6
海瓜子,1
电视柜,2
春熙路,2
真太細,2
狂妄自大,1
晕车,1
欢场,1
公交,3
点多想,1
毛巾被,1
费要,1
跳来跳去,2
建议您,1
扫把,1
前先,1
話,2
佳,4
能为,5
固定,5
特毒,1
显示,13
过夜,5
插曲,1
受骗上当,1
着凉,1
连不上,2
脏污,1
技术,2
威龙,1
崇洋媚外,1
2878108,1
擦亮,1
不合算,1
原处,2
办事效率,2
CHEK,1
杨堤,4
咳嗽声,1
起來,1
那,151
明亮,1
饭时,1
涨,4
当值,1
点评,220
当事人,3
感应器,1
竟直,1
相对来说,4
段,3
区,10
初到,1
污垢,3
碶,2
人会,3
仇,1
砍客,1
觉,9
鱼丸,2
煎,5
点许,1
客户,95
不熱,1
网络带宽,1
华苑,1
以至于,1
客房,156
江门市,2
热诚,1
面,17
拥有,2
17,18
那算,2
16,35
合并,1
几种,1
房屋结构,1
拉浴,2
蓬莱,4
凹,1
想象,21
说加,2
不照,1
语言,4
发冷,2
闸坡,1
诬告,4
住客,33
路面,2
住宿,30
嫌太近,1
令人心寒,1
小农意识,1
不能自己,1
重点,3
一尘,1
02,3
03,3
00,40
01,1
06,15
07,3
04,4
05,3
知情,2
08,8
明顯,1
眼看,4
改去,1
半小時,2
同档次,4
火机,1
有面,1
女性,4
基金,1
下关市,1
拄,1
全国,16
又坏了,1
发出,11
声声,2
担保,22
散发出,1
专员,1
388,1
带个,2
民航,5
翻修,2
容下,2
左,8
置之不理,3
峨嵋山,1
损害,1
愚蠢,3
年代久远,3
会展中心,2
变更,1
发凉,1
均差,1
带上,3
从订,1
电掣,2
是从,11
毛发,7
送票员上,1
现场会议,1
交通车,1
不热,8
赖掉,1
留心,1
愚见,1
说发,2
窗外,21
听清,2
英文,6
市府,1
情理之中,1
延住,6
丽轩,2
泥灰,1
黑灯瞎火,3
弟兄们,1
几十元,2
分家,1
半年,3
算在里面,1
订单,33
虚设,1
水槽,1
初次,2
采光,6
闹钟,9
点,235
许多次,4
三口,4
纽,2
灯箱,1
调整,21
搞定,6
時,6
弥补,3
砍,3
疑似,4
海滩,3
CD,1
起价,1
姓,5
人住,16
168,7
表扬,10
公共,6
应该,134
160,4
作,12
己经,1
中规,1
問題,8
北路,1
商场,8
想起,8
特浓,1
零乱,1
搁,1
同学,2
期望,6
...,90
想连评,1
哄哄,5
综合楼,2
极重,1
不灵,2
DV,1
景,1
in,56
一刻钟,2
弄醒,1
if,3
客房部,25
服务台,12
故是,1
例假,3
缴费,1
严格控制,1
亲眼见到,1
检修,1
破到,1
游泳衣,1
比富,1
屋檐,1
本地,2
但门,1
三和板,1
校办,1
少数,2
纸头,2
嘹亮,1
经济性,4
指点,4
672,1
恳求,1
六百米,1
远,56
滴房,1
得以,2
霎时间,1
需交,1
高高兴兴,2
可见一斑,2
敬业,1
809,1
挺高,3
担任,1
瓶,9
这花,2
802,2
期来,1
800,9
807,4
体验生活,1
超低,1
拦车,4
官僚,1
付账,3
令人作呕,2
同,15
帐,14
忽悠,10
手机,24
诚在,1
意义,3
结果,243
漂亮,6
住处,3
断,2
有门,2
将就一下,2
前因后果,1
三角形,5
液晶电视,2
结构,9
太难,2
心理素质,1
算钱,1
当做,1
霉斑,2
以己度人,1
稍微,17
低質量,2
像,106
开出,3
装作,2
细节,7
小看,2
几百元,1
墙角,5
新华,3
庐林湖,1
全员,1
改名,4
高速路,3
诗意,1
损失,10
该市,4
第二周,2
香格里拉,14
列表,1
陷害,1
下降,5
蓝天,4
燥热,1
快要,1
原定,3
來,8
还会,6
商品,1
闻所未闻,5
何在,3
使用,46
大杂院,1
消退,1
你点,1
僵持,1
英明,1
污斑,2
看见,21
三顿,2
大部份,3
前后,9
保龄球馆,2
臊味,1
问一问,2
还伴,1
殘舊,2
合口味,2
后想,1
擊,1
程度,18
午夜,4
参考,4
刚开,1
海浪,2
完全,84
太阳,2
案,2
星才订,1
培养,1
椅背,1
签收,1
考虑一下,3
七八点,1
先开,1
那就算了,1
睡,80
晕过去,1
国际饭店,5
装修,192
结束,19
would,2
手柄,1
太阔,1
程序,5
体臭味,2
每间房,5
不但,6
特滑,1
该店,7
楼有,4
裤子,3
吸煙,1
通风,19
比好,1
价是,2
看表,2
熏,6
泛黄,2
细菌,2
打通,2
作响,3
说出,2
加装,1
冤情,1
凑合着,3
雙人房,1
瓷砖,4
太冲,2
凹陷,1
关不掉,1
管辖,1
犹,1
血迹,9
视频,2
僵化,1
许留山,1
很毒,1
领教,3
汤面,2
黑,27
如家局,1
很氣憤,2
窗子,5
解决,41
双眼,1
聚,2
低头,1
时多收,1
220,8
3.6,1
源,1
有钱,1
洗衣服,4
否定,3
徐州,1
闷,8
停电,12
壮阳,1
尽有,1
先到,15
未洗,1
分外,1
了,4307
网费,1
下大力气,1
下班,8
这么晚,4
海水,3
言之有物,1
暖,4
地上,32
地下,13
方太多,1
不复存在,1
过样,2
搞好,7
约,18
末,2
包车,8
excel,1
调查,9
這麼,2
说全,1
此店,3
很次,2
武夷山,2
奇香,2
皱巴巴,2
害得,7
酒点,3
大摇大摆,1
不爱,1
解放碑,3
不爽,43
商务中心,10
房间内,65
贵宾卡,1
经济,21
水鱼,2
会用,1
不足之处,2
古镇,3
毛儿,1
改善,16
不早,1
优点,51
油耗,1
推开,2
比如,15
窗对,2
表情,11
奇怪的是,4
318,2
问才,1
澡时,1
缩水,1
特性,2
损坏,7
活生生,2
高于,2
开错,1
平均分,2
两三样,1
急切,1
表演,2
0,19
胡说,2
以次充好,1
排烟道,1
柜象个,1
1520,1
强,12
可爱,3
总经理,5
见,36
弄堂,2
杂音,1
蚊子,39
設計,2
心情,42
金,2
十五分钟,1
胡扯,1
門阻,1
没见,22
告示,1
本店,4
did,4
周,4
卡式,1
吃不上,1
国际性,2
心想,6
飞来横祸,2
泳池,7
沐浴露,1
自助餐厅,3
小型,1
监狱,2
刮胡刀,1
不給,2
老久,1
办公室,2
天花,1
公寓式,5
心态,2
再说,13
隔,15
原先,2
层高,3
震惊,5
跟着,6
马哥,4
河南省,1
八个,1
适用,2
心急,1
联网,2
设有,4
嫌疑犯,1
较佳,1
何处,1
过本,1
抽屉,6
眠,1
市区,31
不时,3
西餐厅,13
不紧,2
周边环境,14
再订,6
特惠,2
几十个,1
偶,4
Copyright1999,17
这辆,2
定额,2
当头一棒,1
裂缝,4
汗颜,2
声明,4
统一,2
boy,3
来说,51
有鬼,3
炒菜,1
开门,55
这边,4
听海,1
过来,64
风速,1
我选,2
钱包,5
腐霉,1
楼顶,2
訂,2
正面,10
求證,1
米粉,5
价格,335
558,1
令人气愤,14
坦然,1
特意,7
放上去,1
用,338
更有甚者,1
污物,2
极底,1
工作人员,33
民工,2
逃走,1
核算,1
村庄,1
果然,8
翻阅,1
外邊,1
特慢,1
松松垮垮,2
根本无法,5
个人用品,3
争论,2
尘土,1
先后顺序,1
广告业务,17
凉意,1
使到,1
发展,3
照成,1
四人,2
退票,2
陪,2
半到,1
几百年,1
谈好,1
海拔,2
凭良心,1
祝您,3
就是,475
小商品,3
清,1
升级成,1
渗透,1
稍,15
二天,5
绿皮,1
不相称,2
夜里,10
空调,229
黄金海岸,2
不类,1
温度,35
走时,1
電視,1
可玩,2
B座,1
拉箱,1
设防地,2
傻瓜,3
停车,44
1.3,2
异响,1
喜欢,41
香蕉,3
147,2
服務員太懶,1
上当受骗,3
久,36
电源,21
自作聪,1
对天发誓,2
本子,1
两点,10
见拙,2
年龄,2
菜,44
任凭,2
拨号上网,3
做饭,2
商家,2
门,75
亲耳,2
涌上来,1
偏激,1
较为,2
網絡,1
四个,11
养,2
稍候,1
摇控器,2
驾驶员,1
陈经理,2
市内,3
李汪,2
没订,3
设施,423
综述,2
有钱人,1
皮鞋,7
嚣张,2
误认为,1
有窗,1
新开,6
燈光,2
撮,2
肚子,4
审,1
太高,18
电脑桌,1
时才,4
很暴,2
原地,1
估计,73
成堆,1
外环线,1
元錢,2
逼,1
仍会,2
证,1
旅行,3
電話,5
完工,4
捆,1
完差,1
建设费,6
不翼而飞,1
四星级,116
臭气熏天,2
脏房,2
美庐,2
水里,2
又费,1
乘,6
赚,8
整洁,7
落成,1
烧,9
阁楼,2
客气,9
造成,22
无论怎样,2
没试,1
房費,1
海岳,1
茶几,3
涂去,1
轩尼诗,1
有,1180
半夜里,4
诚实,1
冒,9
手段,7
水池,2
几眼,2
进行,68
還是,4
饭菜,3
1710,4
再见,2
30RMB,1
动作,16
建立,4
时拉,1
绝对,84
发自内心,1
顶住,2
时拒,2
高价位,2
四十分钟,1
食物,9
工棚,2
评为,4
锦华,1
某种,1
很晚,3
吓人,9
加温,1
原名,1
斑点,4
堅持,2
磌,1
另收,1
人數,1
忍声,1
这趟,1
温差,3
过敏,2
冬瓜,2
惊吓,1
人数,2
扑鼻而来,3
不缺,1
大街,10
八十年代,4
再要,4
水沸,2
那里,58
雨,4
单位,11
按键,4
star,1
think,1
海悦,7
联系,91
单人,4
先檢查,2
水淋淋,2
算不上,7
全天,4
辞职,1
嫦娥,2
潮州,3
雷到,2
成天,1
吵人,1
屁股,10
拼盘,2
米线,1
这象,1
矿泉水瓶,1
三间,3
主菜,1
抱,3
第二天,185
手能,1
走来,1
建筑,16
窗均,1
累累,1
先办,1
稍加,1
石家庄,1
弄脏了,5
行动,3
国贸,3
刚办,1
窝心,2
谢绝,1
连水单,1
11,94
10,199
13,24
12,115
15,73
14,36
开除,1
撤掉,1
19,18
18,21
总府路,1
脸盆,1
全套,1
路,31
伙伴,1
奉上,1
CHINA,2
按钮,1
别去,5
小朋友,2
餐桌上,1
竞争者,1
推卸,2
正门,4
還有,5
不合理,14
滴汗,2
理会,4
前天,5
暗自,1
每房,3
评他,1
缺点,31
先前,2
新床,1
专业培训,1
营销部,1
切勿,1
九楼,2
晾晒,1
登記,4
酸痛,1
给出,2
處有,1
赫然,1
会员价,1
单上,2
柔软剂,1
夹克,1
列为,1
难,16
200,32
203,1
205,1
一说,2
207,2
液体,5
209,1
208,2
酒精,1
三更半夜,1
长年,2
纯净水,2
施舍,3
衡水,2
刚刚,17
闸,5
很杂,3
还,910
需付,2
睡不醒,2
娱乐场所,5
改改,1
携城,8
旧且,2
原固,1
350,1
新建,5
顶上,2
哪,17
骑不动,2
已交,1
二字,1
还给,14
有頭,2
衛生間,2
发廊,2
刚到,5
平遥,7
原因,55
管用,1
rating,1
残旧,5
木板,3
摄氏度,1
坑人,7
星海,1
显然,6
吐,13
报纸,3
八百多,1
緩慢,1
翻墙而过,1
We,2
扣住,1
弥漫,4
一成不变,1
软管,1
前店,1
比前,1
点菜,4
骨子里,1
措手不及,1
无障碍,2
清炒,1
over,3
评上,4
招来,1
那面,1
漂流,3
一应俱全,2
自然通风,2
情景,1
开开,1
告示牌,3
门框,5
天宁寺,2
热菜,3
光纤网络,1
小孩子,1
该名,1
例如,1
务必,10
问是,2
我主,1
存档,1
两三,1
服务指南,6
多回,1
玻璃门,2
好久,7
上门,3
好事,2
差价,8
人提,1
高价,8
洗清,1
周边,29
本市,2
实话,1
总统套房,2
－,47
乱窜,2
采取措施,2
改建,9
这话,1
個電,1
蛮近,1
来来回回,1
万里,1
上锁,4
职责,1
禮賓部,2
配备,12
品牌意识,1
自定义,1
南,2
浦东,1
京,1
好些,2
硬件,88
旅行社,8
评价,83
分别,6
市场,9
多几家,1
襄樊,1
商店,6
评了,1
笑脸,2
低劣,4
道,40
差些,1
单,16
第一晚,3
目送,1
因怕,1
牙齿,1
分割,1
上长,1
780,1
尚未,1
一纬路,1
部,21
只,104
不能容忍,6
模凌,1
板材,2
配套,12
推后,2
例外,1
拜访,3
道路,2
予以,6
打开门,2
灰蒙蒙,4
歉疚,2
可看,1
房价,119
想像中,1
汽笛声,2
舊,1
石砖,2
搞反,3
不谈,2
开通,9
乡镇企业,1
几点,6
洽谈会,2
前往,6
洗澡,69
它们,2
平均,2
钟头,2
楼大床,4
Tv,2
座椅,1
台湾人,1
注册,19
忍一宿,1
抄家,1
半票,2
全开,2
等于零,2
图片,14
disappointed,1
问有,3
划价,1
高峰,1
摆,8
好使,2
IP地址,5
显灵,2
只花,1
溜达,3
说完,2
两字,1
房产,1
象纸,1
灭蚊,1
^,3
扣下,1
会派,1
商务楼,2
上铺,1
全,14
开业,18
另,49
数,1
至,16
两份,9
谈不上,9
many,3
照明,3
闻,2
评估,4
1109,1
太糟,1
需先到,1
气人,1
堂堂,3
788,2
烦人,3
月底,4
人房,5
时时,1
民警,1
两瓶,3
水阀,1
玩游戏,1
磕碜,1
夜间,8
红,4
熟人,1
pay,1
分区,1
绵阳,3
港湾,2
外部环境,2
洗漱,13
关灯,2
画,1
市場,2
朴素,1
心理准备,3
三粒,1
高低,3
一无适,2
海景,16
到极点,4
相符,3
大车,2
先后,1
似,2
淋浴,47
TZ,1
影视剧,1
搞不定,1
機要,1
口头,4
金苑,2
付出,1
公安局,3
钱样,1
人手,2
我错,1
稍后,7
成心,4
酒店设计,2
了解,12
监视,1
很慢,7
自驾游,5
关照,1
松花江,1
低廉,1
炒蛋,1
一,200
发呆,1
they,4
多种,4
money,1
白费,1
反馈,132
套套,1
红眼,1
出去玩,5
合同,1
共有,2
搜,2
特殊要求,2
托人,1
现金交易,1
吓一跳,2
偷窃,1
炮弹,2
眼泪,1
參加,2
太黑,3
然后,93
真烂,1
真得,3
海尔,1
4,359
被告,4
没辙,2
照收,1
检查一下,2
不管,37
帮着,1
间隔,1
溅出,1
质优,1
歇歇,1
响起,2
后背,1
着实,1
有效性,2
门槛,1
没过,2
客栈,19
推门,2
serves,1
情形,3
不算,25
辆车,1
对,394
简约型,2
风险,1
椅,1
按,54
优秀,4
办法,81
照旧,2
紧急,2
二来,1
三遍,2
新宇,1
水锈,1
套用,1
十几年,2
外面,80
怪异,6
吧,161
每月,2
长寿路,2
陈年,1
例子,4
国企,4
说不清,1
否則,1
面朝,1
单面,1
坐位,2
锦地,8
改進,1
不符,20
淡黄色,1
面条,4
没车,2
持有,1
维持秩序,1
客梯,4
每条,2
诚心,1
坑,4
发脾气,6
二年,1
珠海,6
370,4
伸不直,1
水流声,2
完好,2
马力,1
护国寺,2
那间,13
木料,1
滨江,1
否则,40
最起码,5
进进出出,1
摆设,10
宽带,94
噻,2
不算什么,4
上面,41
凤凰卫视,3
摄像,1
任地,1
先回,1
时来,1
原则,1
好几遍,2
給我辦,2
几张,1
福,1
国人,1
闹中取静,1
国产,1
订好,4
最大化,1
＠,1
搞出,1
洗涤,6
细说,1
可用,1
锈到,1
预订,107
水钱,1
从进,5
洗液,3
人民广场,2
搞不好,4
赔不是,1
恶言,2
求,3
装,10
竟放,1
坐人,2
打游戏,1
绿灯,2
整栋,3
容納,2
犄角,1
该地,1
下半夜,2
法院,1
晕菜,1
差不说,1
现金结算,1
台式机,4
2008.5,1
时有,4
家居用品,1
个体差异,1
勤奋工作,2
毫不犹豫,1
卧仙楼,2
时期,1
梳洗,1
通過,1
二张,1
拎包,3
人性,3
洗洗,1
狂晕,2
考察,10
真实情况,2
网定,1
硕大,1
偏暗,1
搬出来,1
可疑,1
通道,6
鸡,1
again,3
说好,13
送票,2
侧墙,1
慕名,2
房门口,1
人身安全,1
迟个,1
沈阳市,2
忙碌,2
另一番,1
滨海,1
谷工里,1
一再强调,1
电视台,2
没挂,1
酒店宾馆,1
他,168
灭绝,1
该楼,2
下箸,1
480,3
小于,4
软硬,2
小事,7
九洲,6
物,5
樓所謂,1
立案,1
太过分,3
郑州,4
侍应,6
电梯,128
洗浴,11
每晚,7
窗台,1
冰雪,1
坐下,1
淘汰,5
职业,3
哈爾住,2
统统,2
外观,19
青海,3
奉劝,18
很難,2
房号,14
通过,109
缺欠,1
凌晨,38
两楼,1
.....,9
且,50
一分,8
来时,2
上要,2
不旺,2
重启,1
冷却塔,1
拼凑,1
主食,2
修补,1
国内,12
中年,1
提着,6
看齐,1
极力推荐,3
称为,3
方,11
单有,1
分享,1
房去,1
钻头,1
评分,12
面积,27
故住,1
鞠躬,1
朝着,1
狗,5
没有话说,2
质素,1
尚算,2
上吐下泻,1
签约,10
差别,7
无视,2
被褥,11
超大,5
睡床,1
叭,1
边角料,2
关注,3
比上,2
塑料袋,3
油漆味,3
差到,2
摸,2
对外,8
不料,1
对比,5
黑屏,1
相仿,2
不敢,37
地多,1
比价,1
几块钱,1
高分,2
跑上来,3
房務員,2
叙府,1
臭气,4
成正比,5
地处,7
错,23
勘查,2
房卡,50
低价,2
南宁,1
周围环境,19
1107,2
分为,2
个人信息,1
基本相同,1
崩溃,6
耽误时间,1
5002,3
5001,1
三轮车夫,2
心有余悸,1
对此,13
臭汗,1
旅游景点,4
划卡,1
设置,32
留,12
2km,1
刮过,1
秦堰楼,1
902,1
西红柿,1
中山东路,2
来,310
蛤,1
低于,6
当门卡,1
差劣,2
值班室,1
酒店服,4
恶意,2
饱,1
搞个,1
低些,1
还好,56
服務品,1
差劲,36
太老,2
控制,17
非常明显,1
271,1
片刻,2
憋,2
适当,1
气到,1
单来,1
砍价,3
亂,2
高原,5
已损坏,2
小偷,3
N年,1
实际,44
经叔平,2
今晚,3
阳台,12
中彩,2
一到,4
我见,2
聨,1
我觉,1
听得见,1
大块头,1
万豪,2
细问,1
OUT,5
现已,4
变态,4
浴帘,4
心不在焉,1
中式,3
我覺,2
精致,3
清洁度,1
散放,1
影片,3
虹口足球场,1
两样,8
离天,1
房务,3
实施,1
逻辑,1
浴帽,3
放回,1
住久,1
洗衣粉,2
我要,31
头顶,5
睡得,10
小把戏,1
停下来,2
日语,1
评友,3
中心,45
周期,1
签署,2
床,96
疯狂,5
拉掉,1
别无选择,2
重新,27
西安市,1
总的来说,11
床小不去,1
!,530
步行,13
动员,1
外衣,2
送来,19
外表,8
会换,2
進去,3
房前,6
李矛,1
很累,1
金凤凰,1
三轮,2
仔细,13
出身,2
低俗,1
停运,1
你查,1
上街,5
房到,1
台布,3
普通,44
桂林,6
碰过,2
和江,1
总的来讲,2
未眠,2
老土,3
严重,45
垂下头,2
如旧,1
下文,4
跨,1
另一面,1
沪宁,2
太脏,11
比例,3
吩咐,2
斤,4
送机,1
领班,13
使,20
上衣,1
价格便宜,8
各,20
空着,5
祖,1
窗下,1
窗上,2
点半到,1
褒,1
无论,23
染红,2
双标,2
已坏,2
水要,3
24,26
25,41
26,14
27,24
20,95
21,17
22,23
23,19
哪怕,3
如是,1
28,19
29,21
離市區,2
箱,2
中山,4
君悦,7
一架,1
点半刚,1
退房,232
上订,3
无可厚非,1
中将,1
公开,2
小木屋,1
坐去,1
大都,2
马上,54
无语,10
盖子,4
小区,7
炒饭,2
捏造,1
很细,1
怎么着,1
六層,2
开车,26
衣服,22
白酒,1
第一第二,1
礼拜,2
凭,17
灯泡,2
证据,3
糟糕透顶,5
上该,2
房内,11
不来,10
洗头发,1
）,399
离此,2
小口,1
马,1
制冷,11
必胜客,1
拉着,1
厕纸,1
浴巾,29
黑店,28
无理,4
催,17
古老,3
斩人,1
操,1
衣柜,12
数目,1
这间,15
达,32
十,2
蛮恨,1
大老远,1
网页,5
小厨,2
询问,43
走人时,1
相互,1
是夜,2
凑巧,1
取,4
道口,1
祝,2
衣架,2
粗糙,4
烟房,1
跳闸,3
白金,2
不會,5
柜橱,1
缺陷,1
万达,1
是夠,2
玻璃,33
要小休,2
白里,1
好像,93
好感,4
等候,3
下来,41
引发,2
各位朋友,1
三晚,2
我该,1
婚纱照,1
如期,1
有能,1
受过,1
气候,3
沆瀣一气,1
异议,3
银行,33
生讲,2
巴台,2
乱放,1
180,12
白送,2
暑假,1
罗湾,1
188,3
注入,1
重来,1
蟊贼,1
鱼头,3
瞊,1
计算,4
三趟,1
人才,6
XC,2
高低不平,1
我订,31
大排档,3
整理,14
即使,15
小到,2
Taxi,2
透明,7
b,2
路车,2
人意,1
豪,3
再选,2
闯,1
小刀,1
高出,3
发飙,1
惟独,1
浴池,1
办离店,1
大量,2
质问,12
发达国家,2
楼,125
俺们,1
天堂,1
删掉,2
按规定,1
退掉,2
浩海,2
公款消费,2
紧紧,1
阳光,5
拔下来,1
告诉,117
增城,1
绿豆粥,1
如果,233
菜式,2
点半去,1
锈了,2
无言,4
海裡,1
踩,2
开身,1
智商,3
怕人,1
实地考察,3
尚显,1
宰,3
Ｓ,2
刷卡机,1
路边,13
告诫,1
四周,7
瓜子壳,1
不晚,1
桑,2
服务行业,3
路过,5
ネ,1
不是,300
十一点多,2
机能,3
规定,39
好几,1
岂有此理,10
模仿,4
怂恿,1
常住,4
原价,6
面積,1
卫,1
借鉴,3
批评,18
黑心,3
懂得,1
身份证,18
平衡,2
系太差,1
火灾,3
高兴,9
伸展,1
卧具,2
为什么,76
更小到,1
乌语,1
人管,4
竣工,2
污点,5
哪是,2
手电,1
写,28
合一,2
消磁,1
加油,2
冷清清,1
第一级,1
局部,2
按说,1
起得,1
已入,1
骚扰电话,27
百度,2
8,149
积水,2
已全,1
乱打,1
略微,3
1312,1
没门,4
拒不承认,1
场面,1
池饭,1
跑,38
确定,9
红梅,2
试,6
新年,2
确实,38
吸取经验,2
感情,4
登门,1
遗留下,1
竟,16
走人换,1
期盼,1
增值,1
应急灯,2
交了,1
笼统,1
流泪,1
感想,5
现正,2
房型,33
天鹅,1
正月初,1
吸煙者,1
台子,2
相国寺,2
表现,4
服,7
那边,19
会晚,2
飞常好,1
枕边,1
水土不服,2
没锁,1
某某,2
超差,6
相提并论,2
片,2
急事,1
发动机,1
挥之不去,1
不慎,2
光临,31
很破,8
流水,4
没错,9
租车,2
脑筋,3
6qPD,1
更正,1
受人之托,1
赴,3
给予,12
留下,24
防止,3
就算,42
强迫,2
惊愕,1
打保齡,2
西兰,2
大院,2
四包,1
取暖器,2
煙,1
不愿,1
复核,1
高原地区,1
启用,2
云龙,2
担忧,2
副,6
昏倒,2
大陆,3
时,354
浴室,60
载,1
售票员,1
自然风,4
问道,3
弄脏,6
房后,2
斋,1
說話,2
不知就里,1
pm,1
明细单,1
不想,46
一遍,9
传染,1
选择,158
摇头,5
容忍,2
挤,3
堵死,1
绣花枕头,2
門外,1
起床,14
哪有,4
脸,13
必然,3
切面,1
铁,1
纸筒,1
超小,2
不悦,3
合作,44
康乐,2
上网卡,2
一道,7
放会水,1
哪来,1
哪条,1
巨高,1
取车,1
预期,1
520,1
小吃,11
话机,1
设立,1
了佰富,1
半个,25
标准差,2
好坏,2
份,12
琁,2
元大床,3
好长时间,3
熟悉,9
拼命,3
双早,4
竞争,4
怀疑,35
几样,2
计费,3
瞠死,2
德国,1
还少,2
过程,9
入店,1
要花,4
去取,1
修路,7
几栋,1
半价,5
匪夷所思,3
史,1
具体,11
焚毁,1
我共住,1
职员,1
不急,1
我费,1
象是,13
非凡,1
铺设,6
比,176
老化,18
宜昌,1
早中晚,1
chang,2
双方,1
俺,7
八卦,1
努力,19
